"CEindex","TotalExpLastQ"
3408,7353.9
3409,5792.7501
3410,11333.0001
3411,31336.7001
3412,9673.1501
3413,12190.75
3414,4401.4
3415,11257.4
3416,18879
3417,8112.25
3418,7911.7501
3419,13598.4
3420,6215.2499
3421,4836.9501
3422,12534.7499
3423,5346.8
3424,5080.05
3425,20590.8001
3426,3995.4
3427,4007.9499
3428,17807.0001
3429,49051.2368
3430,10603.4
3431,29883.7499
3432,5515.5001
3433,3463.2
3434,4389
3435,20692.95
3436,6332.9998
3437,22536.9
3438,7412.25
3439,9041.6501
3440,7721.85
3441,16040.4499
3442,6791.45
3443,22329.0867
3444,2299
3445,47139.4
3446,5416.7501
3447,8003
3448,3277
3449,8703.0001
3450,7013.4
3451,27498.3001
3452,23163.8
3453,27325.4999
3454,7662.15
3455,3567
3456,20159.0001
3457,8449.4
3458,21215.9999
3459,13153.4999
3460,7008.9
3461,6447.7501
3462,5364.8
3463,4746
3464,16177.7499
3465,9556.8
3466,7433
3467,10792.0001
3468,25753.0733
3469,3769.35
3470,12863.8499
3471,9859.3501
3472,13119.7501
3473,1563
3474,13409.3366
3475,8037.4
3476,8166.0001
3477,15223
3478,8806.5001
3479,24894.4999
3480,3925.6001
3481,7795.5
3482,13882.25
3483,32933.9998
3484,9014.9999
3485,13839.0001
3486,8280.4001
3487,4979.4
3488,1891.9501
3489,18459.0002
3490,21797.85
3491,4472.9999
3492,16116.75
3493,14778.0001
3494,11461.0001
3495,11311.1667
3496,6880.8333
3497,26781.5913
3498,23066.062
3499,36612.9333
3500,12279.6667
3501,7704.3334
3502,5321
3503,5337.1001
3504,4450.8667
3505,3070.9333
3506,7725.8333
3507,7227.1666
3508,7460.5001
3509,5724.8334
3510,6985.1667
3511,3345.6667
3512,11205.8667
3513,2865.7334
3514,18911
3515,4735.6667
3516,10876.1667
3517,7995.5333
3518,4863.2667
3519,5905.5333
3520,11137.9333
3521,6637.7667
3522,12845.8667
3523,13498.1666
3524,6067.7333
3525,13700.3333
3526,10987.8667
3527,5996.1667
3528,3126.3333
3529,7038.9333
3530,2204.6667
3531,19995.5
3532,15400.3
3533,1782.3333
3534,15858.6999
3535,1972.6
3536,16757.1579
3537,5885.0001
3538,11233.3333
3539,9561.2667
3540,2804.9333
3541,1929
3542,7804.9333
3543,34208.5333
3544,3841.6
3545,2472.2
3546,1425.9333
3547,12229.4245
3548,21398.2001
3549,27321.7245
3550,1799.3333
3551,9198.4333
3552,6351.1
3553,10341.1667
3554,5967.6666
3555,4607.3334
3556,15910.6
3557,2168
3558,8432.8333
3559,6588.1334
3560,1508.6
3561,11886.4999
3562,2789.5667
3563,6754.4333
3564,2658.3333
3565,7112.9667
3566,7187.4333
3567,7919.5334
3568,5308.2667
3569,2835.6
3570,4843
3571,11313.1333
3572,7789.8667
3573,6400.2667
3574,3386.3333
3575,10757.7667
3576,17325.1667
3577,16329.9333
3578,9093.4334
3579,5063.2667
3580,6845.3667
3581,3079.2667
3582,12346.6
3583,14295.1666
3584,4801.3
3585,6138.6999
3586,11865.3333
3587,15249
3588,22448.6668
3589,5811.2001
3590,17702.2245
3591,3920.9999
3592,11885
3593,1391.6
3594,10308.9333
3595,10378.4667
3596,15276.1667
3597,3977.9333
3598,7361.8334
3599,3895.2
3600,27091.2735
3601,2922.1668
3602,4167.2334
3603,7410.6667
3604,4747.1667
3605,4071.8333
3606,4057.3001
3607,1787.3333
3608,3267.2334
3609,12182.5001
3610,10857.2
3611,15457.4999
3612,4195.7999
3613,3842.6
3614,6825.3333
3615,11964.5
3616,15068.3333
3617,20373.3333
3618,6533.8334
3619,21543.5
3620,12878.2245
3621,31078.5665
3622,41789.3579
3623,2828
3624,4187.5
3625,5647.3333
3626,9871.8333
3627,6649.6333
3628,3814.9333
3629,15582.8912
3630,8729.2666
3631,6517.3334
3632,8101.1001
3633,11058.9334
3634,3867.6665
3635,18787.3333
3636,10624.6667
3637,13556.2667
3638,10790.6667
3639,14950.7666
3640,36289.1
3641,3627.8334
3642,3803.3333
3643,3099
3644,2181.1667
3645,4950.6333
3646,5795.3333
3647,2703.3333
3648,6168.8334
3649,56852.5001
3650,4022.3335
3651,3560.6667
3652,7680.4333
3653,4751.4667
3654,4331.6001
3655,34663.8333
3656,3238.1666
3657,26447.5579
3658,12533.4912
3659,4086.7334
3660,16441.5999
3661,11200.4999
3662,7969.3332
3663,5540.5333
3664,7062.9999
3665,21641.1667
3666,20141.3244
3667,5305.6667
3668,3931.9667
3669,4084.3333
3670,9635.4333
3671,9584.1
3672,9356
3673,4503.2334
3674,9189.8333
3675,2303.9333
3676,79433.1667
3677,13300.0001
3678,4465.6
3679,2699.3333
3680,7787.3667
3681,11404.0333
3682,27274.3333
3683,4049.2
3684,16047.0001
3685,1171.9333
3686,12885.0579
3687,4725.2999
3688,9797.6666
3689,6176.1666
3690,11809.7999
3691,4174.6
3692,2111.9
3693,19296.6
3694,2923.0001
3695,8065.0001
3696,2381.6
3697,257167.7245
3698,5115.2667
3699,5507.6667
3700,4559.2667
3701,2586.3333
3702,19223.4666
3703,6591
3704,9823.6
3705,5693.5001
3706,4453.6333
3707,2694.9333
3708,4193.8334
3709,5469
3710,4410
3711,7434.1667
3712,4203.8334
3713,4997.5001
3714,5978.8667
3715,5717.6667
3716,6682.8333
3717,2832.9333
3718,11115.8667
3719,1856.8335
3720,4377.7667
3721,10497.4999
3722,4480.9333
3723,9259.1667
3724,5268.5001
3725,11435.1667
3726,9981.3333
3727,1168.6667
3728,12794.3912
3729,3488.6667
3730,4017
3731,5174.5001
3732,5212.2
3733,3218
3734,10227.5
3735,10650.1667
3736,20777.8911
3737,6390.8334
3738,10745.6667
3739,4701.2
3740,1824.8333
3741,8624
3742,2085.3333
3743,15081.6666
3744,5082.2
3745,10270.4334
3746,11210.1667
3747,5707.6667
3748,11638.5333
3749,2519.2667
3750,16878.7665
3751,4487.6667
3752,11528.9001
3753,9740.6666
3754,5474.6667
3755,6618.3333
3756,8531.4333
3757,524.6667
3758,5585.6667
3759,4610.6667
3760,12013.6667
3761,11875.9333
3762,6016.1333
3763,5229.2
3764,8350.5
3765,21105.7822
3766,4803.3333
3767,4929.7667
3768,4663.6001
3769,2578
3770,1177.6
3771,7170.6
3772,6281.5001
3773,19219.3667
3774,9175.5333
3775,9929.5
3776,2567.1667
3777,9396.4334
3778,8122.9333
3779,19568.0579
3780,7435
3781,7295.1667
3782,16154.0001
3783,12565.5333
3784,7658.8667
3785,2516.9333
3786,4021.2667
3787,843.3333
3788,8553
3789,6563.6667
3790,23253.6666
3791,8536.5
3792,3985.6666
3793,5630.8335
3794,5608
3795,5506.6666
3796,2442.1667
3797,4162.1665
3798,15168.5579
3799,2560.2667
3800,3654
3801,14210
3802,5485.8667
3803,9616.1667
3804,1370.3333
3805,5109.1333
3806,12143.7999
3807,4115.8333
3808,6663.0001
3809,29477.2734
3810,3107.3333
3811,12443.5579
3812,4540.8334
3813,6702.1
3814,5210.5
3815,9313.8334
3816,3421.8667
3817,6065.8001
3818,7171.4667
3819,9868.6666
3820,19750.9667
3821,5527.4333
3822,5504.8333
3823,5229.9334
3824,3375.5333
3825,9904.6667
3826,10921.8333
3827,2644.8667
3828,1958
3829,12137.3333
3830,3963.1667
3831,2694.8334
3832,11309
3833,14409.8911
3834,158.6667
3835,4874.5333
3836,8861.1666
3837,5322.1334
3838,13270.5001
3839,28160.5579
3840,16118.6666
3841,9133.1667
3842,4281.1667
3843,14453.3333
3844,2840.6
3845,9028
3846,7699.7667
3847,3989.1
3848,12096.4667
3849,4912.4333
3850,3603.2667
3851,13072.4333
3852,15182.6667
3853,1376.6667
3854,3879.0333
3855,2922.5334
3856,8096.6667
3857,5546.6666
3858,4837.8667
3859,3733.8667
3860,33959.5999
3861,13336.9666
3862,7275.1
3863,12046.5001
3864,9496.9001
3865,26288.6666
3866,7596.3333
3867,958
3868,11034.3333
3869,5134.0334
3870,5854.5
3871,6544.1666
3872,23413.8334
3873,17476.3332
3874,4951.8667
3875,8968.8912
3876,12211.0333
3877,8427.5001
3878,6565
3879,5950.2667
3880,10012.5333
3881,7805.8333
3882,9702.6667
3883,14331.1667
3884,15385.7
3885,9067.1333
3886,6488.1667
3887,12568.1667
3888,4775.4666
3889,614.6666
3890,3257.6
3891,7816.8333
3892,23304.3333
3893,8249
3894,24596.3333
3895,6633.8912
3896,2646.9333
3897,17170.9666
3898,9693.6333
3899,22324.2245
3900,6730.8667
3901,25756.7
3902,11173.0001
3903,9832.8333
3904,5109.9
3905,6235.2245
3906,7753.5
3907,3503.2667
3908,6701.3333
3909,9683.3334
3910,1479.1667
3911,7590.3333
3912,6676.2667
3913,10185.9334
3914,1614.8334
3915,3842.6667
3916,3573.2667
3917,16880
3918,4044.6667
3919,5593.9333
3920,13929.9333
3921,9292.0667
3922,6881.9333
3923,7864.4999
3924,3941.6333
3925,7106.7
3926,6406.7999
3927,10172.1667
3928,2421.9333
3929,434.5
3930,10965.6667
3931,11447.8667
3932,6300.6668
3933,2755
3934,3221.3333
3935,6960.6667
3936,7511.9333
3937,2779.3334
3938,6253.1334
3939,7324.0667
3940,9788.6667
3941,3761.2667
3942,6486.7
3943,12647.6911
3944,9183.3333
3945,11960.3667
3946,3329.3334
3947,14353.8333
3948,4858.6667
3949,8001.8667
3950,3859.4999
3951,7312.2001
3952,3016.0666
3953,3034.5334
3954,10790.1667
3955,9861.4333
3956,11747.3667
3957,4666.0999
3958,4544.9333
3959,12822.9334
3960,2537.9334
3961,1985.3333
3962,11718.6666
3963,2573.3333
3964,5820.6667
3965,2862.6
3966,5943.8667
3967,7573.9333
3968,6172
3969,5579.1
3970,8250.2999
3971,6173.1667
3972,6255.1667
3973,7868.9001
3974,9159.5665
3975,5684.3333
3976,6048.8333
3977,2081.3
3978,3105.7333
3979,5520.2667
3980,6249.6667
3981,7522.2245
3982,15067.3334
3983,10130.1666
3984,10017.7333
3985,4926.3333
3986,14906.1666
3987,6297.3
3988,6519.6001
3989,6166.8667
3990,15129.6001
3991,8546.6
3992,3900.4334
3993,2572.2667
3994,3343.9001
3995,2127.8667
3996,4688.8667
3997,7097.5
3998,5375.3333
3999,4030.0001
4000,11226.6333
4001,3677.9666
4002,6393.6667
4003,6364.8334
4004,15505.4333
4005,19055.1
4006,1719.9333
4007,3198.9333
4008,19110.2667
4009,7970.6667
4010,12221.1667
4011,14704.4999
4012,11808.6
4013,4280.9334
4014,1238.1667
4015,15771.5579
4016,4406.6667
4017,4678.5333
4018,7478.2665
4019,4100.2
4020,2852.8334
4021,4202.9333
4022,2563.4667
4023,5554.4456
4024,3496.3167
4025,1641.6667
4026,1764.2667
4027,6188
4028,3722
4029,9345.1333
4030,5306.3334
4031,923.0834
4032,3133.2667
4033,5947.0501
4034,4118.7166
4035,4128.1666
4036,9935.8
4037,1665.3667
4038,2097.1
4039,3920.3333
4040,4340.4667
4041,8589.2667
4042,1579.3167
4043,9346.3623
4044,1516.25
4045,2785.0166
4046,5873.25
4047,3732.8166
4048,1645
4049,6702.4167
4050,2549.1
4051,4455.8334
4052,4449.75
4053,699.35
4054,2389.4166
4055,5288.6666
4056,3433.3166
4057,12997.9167
4058,4128.7334
4059,2732.3333
4060,2806.4666
4061,6564.8038
4062,11060.1333
4063,2715.4333
4064,833.3333
4065,3619.3333
4066,1588.6667
4067,3036.8333
4068,10904.9167
4069,8053.5289
4070,21511.9834
4071,2393.6333
4072,1332.1666
4073,2309.1667
4074,7429.3333
4075,10906.4167
4076,1064.9667
4077,4508.5834
4078,6692.9166
4079,2548.1667
4080,4489.75
4081,3127.7333
4082,10387.0333
4083,5858.6667
4084,5725.8333
4085,2543.6667
4086,2602.6333
4087,6850.9167
4088,20575.4705
4089,8920
4090,1720.6666
4091,1807.3333
4092,4793.25
4093,3820.2167
4094,1707.6667
4095,4323.6
4096,2910.1001
4097,2454.05
4098,5379.7333
4099,7514
4100,4789.4166
4101,4739.4167
4102,3047.3333
4103,9066.4977
4104,9908.9789
4105,3102.3666
4106,3016.4167
4107,5795.0334
4108,5640.5
4109,4549.6667
4110,3511.9167
4111,1166.1334
4112,5016
4113,2375.4667
4114,1690.2167
4115,4334.3334
4116,5447.7123
4117,3393.4667
4118,2241.5833
4119,5172.4333
4120,3477.8167
4121,1043.1333
4122,3216.4001
4123,2132
4124,4289.6
4125,1057
4126,1602.25
4127,1349.6667
4128,2811.5166
4129,2577.5
4130,684.3334
4131,2904.3833
4132,1048.3333
4133,988.0834
4134,5210.5
4135,7149.85
4136,3359.7167
4137,5261.4667
4138,7704.9456
4139,1582
4140,18209.25
4141,3998.0834
4142,10992.3167
4143,2980.8
4144,1711.6
4145,4464.65
4146,8146.25
4147,1737.3333
4148,1990.6667
4149,5631.15
4150,12905.3955
4151,10642.4334
4152,3550.9167
4153,3316.6667
4154,2288.8
4155,1487.9167
4156,4631.3834
4157,11398.3333
4158,1838.3333
4159,4244.5334
4160,1980.4667
4161,6878.9166
4162,1791.3
4163,2071.6667
4164,1813.8334
4165,2901.8
4166,7366.1123
4167,10900.4456
4168,26418.4667
4169,1887.8333
4170,4456.75
4171,14516.55
4172,7314.6
4173,4859.75
4174,7655.5333
4175,2643.5
4176,7686.1667
4177,2188.75
4178,3188.1667
4179,6581.0834
4180,6626.3333
4181,595.75
4182,978.7
4183,1031.4667
4184,7664.7166
4185,3063.8333
4186,3785.8
4187,5100.4456
4188,2439.4334
4189,1543.5
4190,2891.8333
4191,1370.1166
4192,1136.4667
4193,4414.5334
4194,7191.6667
4195,4119.45
4196,3254.6
4197,9755.8667
4198,2493.8333
4199,7752.6333
4200,3236.25
4201,4265.6667
4202,2001.8
4203,1926.8333
4204,3127.5
4205,2531.5167
4206,1253.3333
4207,3045.3334
4208,2630.2833
4209,15726.25
4210,4682.35
4211,29199.3333
4212,3387.9167
4213,4098.75
4214,1111.0667
4215,5967.9
4216,1253.7667
4217,6635.6333
4218,3000.1167
4219,1921.2667
4220,3813.25
4221,287.4667
4222,1263.6667
4223,6797.25
4224,1374.8333
4225,3898.1666
4226,1072
4227,5483.2667
4228,4613.8333
4229,4056.35
4230,2495.35
4231,7537.4456
4232,7666.6667
4233,31516.1333
4234,4271.4167
4235,2685.55
4236,2835.9167
4237,2602.1667
4238,9806.8333
4239,4475.1667
4240,1904.6667
4241,1478.5834
4242,6540.2667
4243,2732.6667
4244,1376.8
4245,3106.25
4246,2805.4667
4247,2179.0167
4248,1567.5834
4249,3716.75
4250,8048.7166
4251,1475.6667
4252,1740.1333
4253,3834.6333
4254,5976.25
4255,2155.5833
4256,6532.5834
4257,3450.75
4258,1582.5
4259,1884.4667
4260,4026.55
4261,3622.5
4262,1677.8
4263,25233.1333
4264,1127.65
4265,3512.6334
4266,2354.6667
4267,3224.5834
4268,13326.5833
4269,20296.8834
4270,4670.0833
4271,7256.8643
4272,3050.25
4273,979.6333
4274,4018.0834
4275,473.1667
4276,1720.1667
4277,7343.5833
4278,2208.4333
4279,5232.7289
4280,708
4281,1421.3
4282,4937.8833
4283,7477.6667
4284,4117.8167
4285,4407.3333
4286,7455.5834
4287,7811.1
4288,1280.5334
4289,3539.4167
4290,1586.75
4291,7093.0166
4292,4757.3334
4293,4902
4294,4746.2501
4295,7160.1333
4296,9069.25
4297,2037.9167
4298,12374.5167
4299,2801.6
4300,7861.0334
4301,3353.2501
4302,6825.5667
4303,11762.6956
4304,3867.75
4305,2896.9333
4306,2441.0667
4307,985.6667
4308,4149.4167
4309,10299.4123
4310,3181.1
4311,923.3333
4312,1814.7834
4313,4526.05
4314,3575.9667
4315,6785.5833
4316,1302.3
4317,6482.6
4318,2316.25
4319,2371.15
4320,3855.7666
4321,5787.8
4322,3567
4323,5526.4667
4324,8726.3334
4325,5260.5834
4326,2163.5
4327,2088.4667
4328,16133.85
4329,11371.8
4330,4919.8167
4331,6764.4667
4332,2325
4333,3557.1333
4334,7832.4167
4335,4671.9167
4336,3710.2167
4337,1899.9667
4338,7482.0289
4339,4618.779
4340,1867.3333
4341,24355.0289
4342,4501.2667
4343,4730.0833
4344,3535.1333
4345,1416.1333
4346,4943
4347,2281.6334
4348,2958.75
4349,3780.3333
4350,618.8333
4351,1825.1333
4352,387.6667
4353,1796
4354,2391.7667
4355,3018.8333
4356,4100.7167
4357,2657.45
4358,1758.7167
4359,9215.9167
4360,6450.7167
4361,7650.3333
4362,9582.05
4363,2254.65
4364,1004.6333
4365,3348.8
4366,10701.5833
4367,6261.75
4368,4271.3333
4369,7280
4370,925.25
4371,16468.5578
4372,3290.9334
4373,10267.8
4374,5482.2166
4375,1029.3
4376,2149.8
4377,1487.3167
4378,2767.6333
4379,4614.4667
4380,57732.0166
4381,6428.5833
4382,6127.5
4383,3456.6167
4384,6127.8999
4385,2684.5667
4386,5382.4167
4387,1367.4166
4388,4989.1666
4389,3618.4999
4390,4412.5333
4391,4454.8167
4392,6085.2834
4393,3918.5
4394,2730.4167
4395,10086.5
4396,120.5834
4397,3649.1333
4398,7141.6667
4399,6098.4667
4400,143.6667
4401,2081
4402,2846.8
4403,3489.25
4404,2187.8
4405,4027
4406,6089.7833
4407,7010.2456
4408,1368.1333
4409,1234.9667
4410,12136.8333
4411,1070.1666
4412,3292.7789
4413,2662.3334
4414,1811.5
4415,3950.5
4416,5726.8956
4417,4998.9167
4418,13575.9
4419,3751.05
4420,11116.4456
4421,4345.6667
4422,1910.1667
4423,4233.85
4424,6794.4667
4425,7025.8667
4426,16159.8
4427,1606.3
4428,1170
4429,2176.5334
4430,8654.5
4431,4297.75
4432,5365.5167
4433,1229
4434,896.1333
4435,6577.3834
4436,4767.4
4437,2485.3167
4438,6094.8623
4439,2456.4333
4440,1929.8333
4441,3924.6833
4442,1495.45
4443,1870.7167
4444,1814
4445,3131.8
4446,814.2166
4447,5753.6667
4448,110.3334
4449,5694
4450,4897.2333
4451,3793.85
4452,1841.4167
4453,3989.3333
4454,3030.5001
4455,12845.25
4456,12290.95
4457,8884.5789
4458,4258.2667
4459,3529.4167
4460,4357.0834
4461,4913.55
4462,3725.5
4463,17094.7225
4464,4925.45
4465,19063.1167
4466,6247.8666
4467,5552
4468,2681.9334
4469,3071.95
4470,1661.1333
4471,5747.6667
4472,1792.2667
4473,2290.9333
4474,3712.6167
4475,5785.8334
4476,2091.0834
4477,5749.3334
4478,3509.85
4479,7578.8789
4480,6511.4167
4481,3726
4482,6859.75
4483,783.6667
4484,5289.5001
4485,6022.6667
4486,3170.3
4487,3138.6667
4488,6553.5834
4489,16393.0956
4490,695.75
4491,2176.25
4492,3071.3833
4493,2369.7167
4494,610.6667
4495,4842.2667
4496,30562.2667
4497,11081.6123
4498,1246.4667
4499,7282.8
4500,1349.75
4501,2334.4166
4502,2454.75
4503,6992.25
4504,2618.55
4505,26496.6
4506,3458.7334
4507,3185.3333
4508,4073.5
4509,2471.9667
4510,1612.25
4511,2713.0333
4512,5028
4513,3118.1666
4514,5167.4456
4515,1075.6
4516,5195.9333
4517,5259.2499
4518,5298.4667
4519,588.4667
4520,5373
4521,3408.75
4522,2209.6833
4523,2114.7667
4524,6303.75
4525,23582.35
4526,3183.5
4527,1429.8
4528,3978.9333
4529,5982.1167
4530,14483.3334
4531,3324.5332
4532,4108.4667
4533,1259.1667
4534,12854.0667
4535,2664.8
4536,2329.1333
4537,1536.6667
4538,9345.1667
4539,4808.7
4540,2477.4666
4541,1384.6333
4542,5586.4333
4543,8858.1666
4544,2487.7167
4545,6739.0833
4546,1200
4547,8970.3789
4548,5880.7
4549,2304.95
4550,1623.1333
4551,2304
4552,3055.2167
4553,2415.1667
4554,2088.4667
4555,3482.7667
4556,11158.2667
4557,2323.1333
4558,4337.7167
4559,796.3333
4560,4320.25
4561,1320.1666
4562,4389.2
4563,8813.1333
4564,3029.15
4565,9183.5
4566,9407.2
4567,49364.5868
4568,18924.5
4569,5503.5
4570,11991.9999
4571,16501.9999
4572,4772.0001
4573,4565.4
4574,6429.9001
4575,8349.7501
4576,15609.7499
4577,41983.6677
4578,3808
4579,9597.0001
4580,3813
4581,26502.4001
4582,17186.9999
4583,21877.1
4584,29739.9998
4585,6851
4586,11552.8
4587,9363.75
4588,15926.7499
4589,9239.4
4590,16945.9001
4591,10809.7001
4592,6798.9999
4593,9339.15
4594,6906.15
4595,28964.8248
4596,12171.05
4597,26214.0001
4598,10282.75
4599,3180.9
4600,6210.8
4601,11382.9999
4602,11272.8
4603,18345.5
4604,5998.4
4605,5025.1499
4606,3557.2501
4607,9499.7999
4608,5922.2501
4609,6745.1501
4610,2968.7501
4611,14563.7501
4612,4880.5
4613,11986.25
4614,2487.4
4615,4173.0499
4616,8081.5
4617,16413.7999
4618,3418
4619,6174.5
4620,5622.2501
4621,7169.5499
4622,9313.4999
4623,10673.9002
4624,20201.0001
4625,9385.75
4626,11423.4
4627,14373.9
4628,16935.25
4629,14227.3368
4630,8431.3499
4631,8907.0999
4632,23698.8
4633,8250.15
4634,2061.5
4635,4333.8
4636,1650
4637,3359.0501
4638,13809.8
4639,45711.5867
4640,12542.4
4641,7009.8
4642,4242.4
4643,8889.7001
4644,3606.7501
4645,12908.7499
4646,16780.8
4647,10996.7501
4648,8725.1
4649,14886.5001
4650,23539.0002
4651,7172.9
4652,7460.4
4653,32299.55
4654,16547.8
4655,8738.8
4656,13715.2501
4657,37284.4233
4658,2949.75
4659,49010.7999
4660,11105.2499
4661,4231.5
4662,18873.75
4663,32153
4664,18271.5
4665,10513.3
4666,16413.7501
4667,30742.2501
4668,16788.3368
4669,5960.8
4670,63714.5
4671,35645.55
4672,18157.35
4673,11464.1501
4674,6958.4
4675,8569.4001
4676,16572.9999
4677,20280.2501
4678,1156.2501
4679,15983.75
4680,14247
4681,10938.8
4682,20036.0501
4683,15770.4
4684,3900.4
4685,4928
4686,14304.4
4687,15798.5501
4688,7205.65
4689,28780.8368
4690,11094.8
4691,33227.95
4692,12607.5
4693,9340.7001
4694,7611.5001
4695,15534.5001
4696,6910.4
4697,23579.7867
4698,7628.5
4699,10504.4998
4700,21069.75
4701,3545.05
4702,22467.6501
4703,8415.8
4704,15797.0001
4705,21038.2498
4706,12563.2499
4707,10837.3499
4708,15837.5
4709,3466.4
4710,5852.5001
4711,37541.2499
4712,10976.1501
4713,10511.7498
4714,4713.9
4715,9471.7501
4716,21339.4001
4717,10076.8
4718,7237.5499
4719,9029.9999
4720,16191.4
4721,3596.25
4722,42262.9367
4723,5778.65
4724,7968.85
4725,4098
4726,2390
4727,10341.3001
4728,20076.7499
4729,2380
4730,12394.9
4731,4796
4732,5527.8
4733,7793.7501
4734,21162.6501
4735,18841.45
4736,51897.9998
4737,23199.65
4738,5469.6499
4739,11758.2502
4740,13204.2499
4741,11419.4501
4742,12346.4999
4743,8161.3
4744,7014.75
4745,8103.75
4746,8103.7501
4747,12804.8
4748,13340.4
4749,9839.3
4750,9691.4
4751,6777.0501
4752,44667.7499
4753,4625.9
4754,16370.7501
4755,13330.5
4756,19370.7
4757,5598.0001
4758,10007.3499
4759,16554.55
4760,11271.8
4761,9769.05
4762,5668.8999
4763,7503.4
4764,44159.5
4765,13573.6
4766,22354.6501
4767,3826
4768,14891.4
4769,1018.5001
4770,1655
4771,21156.0001
4772,11295.25
4773,8728.25
4774,41148.5102
4775,2533.4
4776,15735
4777,12532.4999
4778,2396.4
4779,17033.7499
4780,3272.4
4781,28529.3368
4782,4956.6
4783,8227.5
4784,14320.9
4785,8200.8
4786,4055.7501
4787,2387.9501
4788,5862.2001
4789,11616.4
4790,14785.75
4791,11168.4
4792,26496.7499
4793,1418.7499
4794,10736
4795,10740.0001
4796,9576.4
4797,12655.7001
4798,5742.2998
4799,5722.2
4800,7821.0001
4801,8155.3001
4802,2763.4
4803,15633.5
4804,8723.05
4805,1751
4806,2929
4807,27257.8
4808,56145.0102
4809,9210.25
4810,3724.9001
4811,11502.4002
4812,23580.6367
4813,12229.6499
4814,9506
4815,7665.5
4816,18143.6999
4817,63223.05
4818,18320.5
4819,9055.2001
4820,3180.9
4821,2706.2502
4822,14194
4823,6516.4
4824,6226.95
4825,10410.25
4826,12890.45
4827,11407.75
4828,8987
4829,7090.5
4830,15275.9001
4831,9876.3
4832,3997.8
4833,23720
4834,16215.25
4835,5868.4001
4836,24967.75
4837,10965.2501
4838,22223.7501
4839,29751.2501
4840,6188.4
4841,9126.1
4842,10129.9
4843,9499.2501
4844,12889.4499
4845,14802.3001
4846,14487.5501
4847,6255.75
4848,10692.0499
4849,5892.5
4850,7099.3368
4851,22108.7501
4852,40011.0867
4853,13683.1999
4854,41300.4001
4855,26713.8868
4856,11227.5001
4857,8006.2499
4858,46891.8
4859,10832.7501
4860,20963.5002
4861,7592.5001
4862,159.25
4863,11687.5999
4864,36774.5499
4865,20405.8
4866,9744.8
4867,17987.7498
4868,38330.3869
4869,12280.0501
4870,8470.8999
4871,20772.5
4872,8661.8
4873,11828.4499
4874,10229.4
4875,8678.0001
4876,12020.3501
4877,23517.6733
4878,7792.8
4879,14447.7499
4880,9982.3001
4881,5050.8
4882,6493
4883,5933.9
4884,7854.3999
4885,19965.25
4886,12869.7499
4887,10605.4
4888,19487.8501
4889,11235.4001
4890,7444.7001
4891,15568.75
4892,4380.4
4893,11999.7501
4894,7613.95
4895,14666.9868
4896,7540.75
4897,8965.4999
4898,10185.7499
4899,26313.4
4900,13475.4
4901,18613.3368
4902,5639
4903,30049.3368
4904,35060.8
4905,17055.5001
4906,13126.2501
4907,10792.5
4908,19372.9999
4909,9063.35
4910,19045.7502
4911,10726.9999
4912,12077.3501
4913,8633.8
4914,7527.25
4915,36896.8367
4916,20272.8
4917,17814.2501
4918,7385.2499
4919,2615
4920,4384.3
4921,7368.4
4922,6958
4923,11133.2501
4924,19553.4
4925,16929.2499
4926,5337.2499
4927,7226.4
4928,3976.4
4929,33445.5499
4930,8851.2501
4931,18984
4932,6479.3
4933,10498.75
4934,3854
4935,4303.9
4936,9161.7501
4937,4514.8
4938,4785.4
4939,11044.2501
4940,4647.4
4941,8153.4
4942,20602.2
4943,12281.6499
4944,9292.25
4945,5408.4
4946,10155.6999
4947,14368.4
4948,6458.75
4949,8515.75
4950,17149.75
4951,11722.9001
4952,14452.55
4953,5022.9999
4954,9569.65
4955,9432.8
4956,13016.35
4957,1862
4958,5842
4959,2199.4
4960,22533.1499
4961,6483.4
4962,17245.15
4963,9330.65
4964,6076
4965,4256.2499
4966,22565.25
4967,7148.4001
4968,11517.1501
4969,4641.4
4970,88761.0102
4971,44813.5
4972,6337.4
4973,3284.6499
4974,6499.4
4975,7262.9001
4976,52903.3368
4977,33510.0001
4978,3534
4979,4370
4980,7200.5
4981,2643.9
4982,8467.8
4983,19545.9999
4984,19295
4985,5726
4986,10603.75
4987,17716.9999
4988,15845.7499
4989,10343.4
4990,8726.2499
4991,16219.5
4992,8663.7502
4993,8451.6
4994,15313.7501
4995,10267.2499
4996,17886.3
4997,16447.8
4998,10814.25
4999,20283.25
5000,16633.8
5001,7806.2501
5002,4585.0002
5003,22080.25
5004,41211
5005,18063.4
5006,13614.5999
5007,4358.9
5008,2874
5009,12052.3001
5010,4002
5011,2821.9
5012,19612.3366
5013,4200.3001
5014,4903.1
5015,14361.4501
5016,10668.9499
5017,18106.75
5018,18484.4001
5019,17268.0866
5020,9479.1499
5021,12928.0001
5022,4125.9
5023,4046.8
5024,15916.0501
5025,10658.2502
5026,21017
5027,8155.6
5028,43271.7368
5029,10838.25
5030,8099.2501
5031,5759.4
5032,4506.4
5033,2961
5034,15969.8501
5035,4740.4
5036,9678.3999
5037,4909
5038,12284.2499
5039,1049
5040,21948.5867
5041,5000.25
5042,7448.4
5043,6558.8
5044,7084.5
5045,21614.0002
5046,4315.8
5047,46289.4
5048,22345
5049,11934.0001
5050,10532.8
5051,4591.4999
5052,10816.7499
